,TransactionNo,Items,Daypart,DayType,Year,Month
11015,5496,Tea,Morning,Weekend,2017,01
11016,5496,Coffee,Morning,Weekend,2017,01
11017,5497,Bread,Morning,Weekend,2017,01
11018,5498,Bread,Morning,Weekend,2017,01
11019,5498,Baguette,Morning,Weekend,2017,01
11020,5499,Bread,Morning,Weekend,2017,01
11021,5500,Tea,Morning,Weekend,2017,01
11022,5501,Coffee,Morning,Weekend,2017,01
11023,5501,Coffee,Morning,Weekend,2017,01
11024,5501,Medialuna,Morning,Weekend,2017,01
11025,5502,Juice,Morning,Weekend,2017,01
11026,5503,Coffee,Morning,Weekend,2017,01
11027,5503,Hot chocolate,Morning,Weekend,2017,01
11028,5503,Brownie,Morning,Weekend,2017,01
11029,5504,Coffee,Morning,Weekend,2017,01
11030,5504,Coffee,Morning,Weekend,2017,01
11031,5504,Medialuna,Morning,Weekend,2017,01
11032,5505,Coffee,Morning,Weekend,2017,01
11033,5506,Brownie,Morning,Weekend,2017,01
11034,5506,Bread,Morning,Weekend,2017,01
11035,5507,Coffee,Morning,Weekend,2017,01
11036,5507,Scone,Morning,Weekend,2017,01
11037,5508,Tea,Morning,Weekend,2017,01
11038,5508,Hot chocolate,Morning,Weekend,2017,01
11039,5508,Scone,Morning,Weekend,2017,01
11040,5509,Salad,Morning,Weekend,2017,01
11041,5509,Extra Salami or Feta,Morning,Weekend,2017,01
11042,5509,Sandwich,Morning,Weekend,2017,01
11043,5509,Coffee,Morning,Weekend,2017,01
11044,5510,Cake,Morning,Weekend,2017,01
11045,5510,Jam,Morning,Weekend,2017,01
11046,5511,Hot chocolate,Morning,Weekend,2017,01
11047,5511,Bread,Morning,Weekend,2017,01
11048,5511,Brownie,Morning,Weekend,2017,01
11049,5511,Scone,Morning,Weekend,2017,01
11050,5512,Bakewell,Morning,Weekend,2017,01
11051,5512,Cake,Morning,Weekend,2017,01
11052,5512,Bread,Morning,Weekend,2017,01
11053,5513,Coffee,Morning,Weekend,2017,01
11054,5513,Bread,Morning,Weekend,2017,01
11055,5513,Muffin,Morning,Weekend,2017,01
11056,5513,Cake,Morning,Weekend,2017,01
11057,5514,Scone,Morning,Weekend,2017,01
11058,5514,Hot chocolate,Morning,Weekend,2017,01
11059,5515,Bread,Morning,Weekend,2017,01
11060,5515,Jam,Morning,Weekend,2017,01
11061,5515,Scone,Morning,Weekend,2017,01
11062,5516,Hot chocolate,Afternoon,Weekend,2017,01
11063,5516,Scone,Afternoon,Weekend,2017,01
11064,5517,Scandinavian,Afternoon,Weekend,2017,01
11065,5518,Coffee,Afternoon,Weekend,2017,01
11066,5519,Bread,Afternoon,Weekend,2017,01
11067,5519,Coffee,Afternoon,Weekend,2017,01
11068,5520,Coffee,Afternoon,Weekend,2017,01
11069,5520,Bread,Afternoon,Weekend,2017,01
11070,5520,Frittata,Afternoon,Weekend,2017,01
11071,5521,Bread,Afternoon,Weekend,2017,01
11072,5521,Focaccia,Afternoon,Weekend,2017,01
11073,5522,Bread,Afternoon,Weekend,2017,01
11074,5522,Gingerbread syrup,Afternoon,Weekend,2017,01
11075,5523,Coffee,Afternoon,Weekend,2017,01
11076,5523,Bread,Afternoon,Weekend,2017,01
11077,5524,Bread,Afternoon,Weekend,2017,01
11078,5525,Bread,Afternoon,Weekend,2017,01
11079,5525,Tea,Afternoon,Weekend,2017,01
11080,5526,Bread,Afternoon,Weekend,2017,01
11081,5527,Spanish Brunch,Afternoon,Weekend,2017,01
11082,5527,Toast,Afternoon,Weekend,2017,01
11083,5527,Juice,Afternoon,Weekend,2017,01
11084,5527,Coffee,Afternoon,Weekend,2017,01
11085,5528,Bread,Afternoon,Weekend,2017,01
11086,5528,Focaccia,Afternoon,Weekend,2017,01
11087,5529,Coffee,Afternoon,Weekend,2017,01
11088,5529,Bread,Afternoon,Weekend,2017,01
11089,5529,Frittata,Afternoon,Weekend,2017,01
11090,5529,Salad,Afternoon,Weekend,2017,01
11091,5529,Sandwich,Afternoon,Weekend,2017,01
11092,5530,Coffee,Afternoon,Weekend,2017,01
11093,5531,Brownie,Afternoon,Weekend,2017,01
11094,5531,Tea,Afternoon,Weekend,2017,01
11095,5532,Sandwich,Afternoon,Weekend,2017,01
11096,5533,Bread,Afternoon,Weekend,2017,01
11097,5534,Chicken Stew,Afternoon,Weekend,2017,01
11098,5534,Sandwich,Afternoon,Weekend,2017,01
11099,5534,Sandwich,Afternoon,Weekend,2017,01
11100,5534,Tea,Afternoon,Weekend,2017,01
11101,5534,Bread,Afternoon,Weekend,2017,01
11102,5535,Soup,Afternoon,Weekend,2017,01
11103,5535,Sandwich,Afternoon,Weekend,2017,01
11104,5535,Coffee,Afternoon,Weekend,2017,01
11105,5536,Tea,Afternoon,Weekend,2017,01
11106,5536,Bread,Afternoon,Weekend,2017,01
11107,5537,Bread,Afternoon,Weekend,2017,01
11108,5538,Bread,Afternoon,Weekend,2017,01
11109,5539,Valentine's card,Afternoon,Weekend,2017,01
11110,5540,Coffee,Afternoon,Weekend,2017,01
11111,5540,Coffee,Afternoon,Weekend,2017,01
11112,5541,Scandinavian,Afternoon,Weekend,2017,01
11113,5541,Cake,Afternoon,Weekend,2017,01
11114,5542,Focaccia,Afternoon,Weekend,2017,01
11115,5543,Scandinavian,Afternoon,Weekend,2017,01
11116,5543,Bread,Afternoon,Weekend,2017,01
11117,5543,Jam,Afternoon,Weekend,2017,01
11118,5543,Salad,Afternoon,Weekend,2017,01
11119,5543,Extra Salami or Feta,Afternoon,Weekend,2017,01
11120,5543,Frittata,Afternoon,Weekend,2017,01
11121,5543,Mineral water,Afternoon,Weekend,2017,01
11122,5544,Hot chocolate,Afternoon,Weekend,2017,01
11123,5545,Cake,Afternoon,Weekend,2017,01
11124,5545,Coke,Afternoon,Weekend,2017,01
11125,5546,Scone,Afternoon,Weekend,2017,01
11126,5546,Tea,Afternoon,Weekend,2017,01
11127,5547,Tea,Afternoon,Weekend,2017,01
11128,5547,Tea,Afternoon,Weekend,2017,01
11129,5548,Cake,Afternoon,Weekend,2017,01
11130,5548,Brownie,Afternoon,Weekend,2017,01
11131,5549,Brownie,Afternoon,Weekend,2017,01
11132,5550,Coffee,Afternoon,Weekend,2017,01
11133,5551,Bread,Afternoon,Weekend,2017,01
11134,5552,Bread,Afternoon,Weekend,2017,01
11135,5552,Coffee,Afternoon,Weekend,2017,01
11136,5553,Coffee,Afternoon,Weekend,2017,01
11137,5553,Tea,Afternoon,Weekend,2017,01
11138,5553,Scone,Afternoon,Weekend,2017,01
11139,5554,Coffee,Afternoon,Weekend,2017,01
11140,5554,Coffee,Afternoon,Weekend,2017,01
11141,5555,Coffee,Afternoon,Weekend,2017,01
11142,5556,Tea,Afternoon,Weekend,2017,01
11143,5556,Muffin,Afternoon,Weekend,2017,01
11144,5557,Hot chocolate,Afternoon,Weekend,2017,01
11145,5557,Tea,Afternoon,Weekend,2017,01
11146,5557,Medialuna,Afternoon,Weekend,2017,01
11147,5558,Coffee,Afternoon,Weekend,2017,01
11148,5558,Hot chocolate,Afternoon,Weekend,2017,01
11149,5558,Bread,Afternoon,Weekend,2017,01
11150,5559,Bread,Afternoon,Weekend,2017,01
11151,5560,Coffee,Afternoon,Weekend,2017,01
11152,5560,Coffee,Afternoon,Weekend,2017,01
11153,5560,Tea,Afternoon,Weekend,2017,01
11154,5560,Bread,Afternoon,Weekend,2017,01
11155,5561,Coffee,Afternoon,Weekend,2017,01
11156,5561,Tea,Afternoon,Weekend,2017,01
11157,5562,Coffee,Afternoon,Weekend,2017,01
11158,5562,Coffee,Afternoon,Weekend,2017,01
11159,5562,Tea,Afternoon,Weekend,2017,01
11160,5562,Juice,Afternoon,Weekend,2017,01
11161,5562,Cake,Afternoon,Weekend,2017,01
11162,5562,Bakewell,Afternoon,Weekend,2017,01
11163,5562,Cookies,Afternoon,Weekend,2017,01
11164,5562,Sandwich,Afternoon,Weekend,2017,01
11165,5564,Coffee,Afternoon,Weekend,2017,01
11166,5565,Coffee,Afternoon,Weekend,2017,01
11167,5566,Bread,Morning,Weekend,2017,01
11168,5566,Pastry,Morning,Weekend,2017,01
11169,5567,Baguette,Morning,Weekend,2017,01
11170,5567,Brownie,Morning,Weekend,2017,01
11171,5568,Bread,Morning,Weekend,2017,01
11172,5569,Cookies,Morning,Weekend,2017,01
11173,5569,Coffee,Morning,Weekend,2017,01
11174,5569,Pastry,Morning,Weekend,2017,01
11175,5569,Cookies,Morning,Weekend,2017,01
11176,5570,Coffee,Morning,Weekend,2017,01
11177,5571,Coffee,Morning,Weekend,2017,01
11178,5571,Hot chocolate,Morning,Weekend,2017,01
11179,5571,Bread,Morning,Weekend,2017,01
11180,5572,Coffee,Morning,Weekend,2017,01
11181,5573,Coffee,Morning,Weekend,2017,01
11182,5573,Pastry,Morning,Weekend,2017,01
11183,5573,Coffee,Morning,Weekend,2017,01
11184,5574,Tea,Morning,Weekend,2017,01
11185,5575,Coffee,Morning,Weekend,2017,01
11186,5576,Pastry,Morning,Weekend,2017,01
11187,5576,Muffin,Morning,Weekend,2017,01
11188,5577,Coffee,Morning,Weekend,2017,01
11189,5577,Tea,Morning,Weekend,2017,01
11190,5577,Soup,Morning,Weekend,2017,01
11191,5578,Cookies,Morning,Weekend,2017,01
11192,5578,Brownie,Morning,Weekend,2017,01
11193,5579,Baguette,Morning,Weekend,2017,01
11194,5580,Baguette,Morning,Weekend,2017,01
11195,5581,Farm House,Morning,Weekend,2017,01
11196,5582,Coffee,Morning,Weekend,2017,01
11197,5583,Coffee,Morning,Weekend,2017,01
11198,5583,Coffee,Morning,Weekend,2017,01
11199,5583,Medialuna,Morning,Weekend,2017,01
11200,5583,Cookies,Morning,Weekend,2017,01
11201,5584,Farm House,Morning,Weekend,2017,01
11202,5585,Coffee,Morning,Weekend,2017,01
11203,5585,Granola,Morning,Weekend,2017,01
11204,5585,Bread,Morning,Weekend,2017,01
11205,5586,Coffee,Morning,Weekend,2017,01
11206,5586,Spanish Brunch,Morning,Weekend,2017,01
11207,5587,Cake,Morning,Weekend,2017,01
11208,5587,Bread,Morning,Weekend,2017,01
11209,5587,Baguette,Morning,Weekend,2017,01
11210,5588,The Nomad,Morning,Weekend,2017,01
11211,5588,Coffee,Morning,Weekend,2017,01
11212,5588,Farm House,Morning,Weekend,2017,01
11213,5588,Coffee,Morning,Weekend,2017,01
11214,5589,Bread,Afternoon,Weekend,2017,01
11215,5589,Bread,Afternoon,Weekend,2017,01
11216,5590,Juice,Afternoon,Weekend,2017,01
11217,5591,Spanish Brunch,Afternoon,Weekend,2017,01
11218,5591,Extra Salami or Feta,Afternoon,Weekend,2017,01
11219,5591,Coffee,Afternoon,Weekend,2017,01
11220,5592,Bread,Afternoon,Weekend,2017,01
11221,5592,Granola,Afternoon,Weekend,2017,01
11222,5592,Pastry,Afternoon,Weekend,2017,01
11223,5593,Bread,Afternoon,Weekend,2017,01
11224,5593,Coffee,Afternoon,Weekend,2017,01
11225,5593,Pastry,Afternoon,Weekend,2017,01
11226,5594,Bread,Afternoon,Weekend,2017,01
11227,5594,Bread,Afternoon,Weekend,2017,01
11228,5595,Brownie,Afternoon,Weekend,2017,01
11229,5596,Spanish Brunch,Afternoon,Weekend,2017,01
11230,5596,Coffee,Afternoon,Weekend,2017,01
11231,5596,Smoothies,Afternoon,Weekend,2017,01
11232,5597,Bread,Afternoon,Weekend,2017,01
11233,5597,Coffee,Afternoon,Weekend,2017,01
11234,5597,Pastry,Afternoon,Weekend,2017,01
11235,5597,Scone,Afternoon,Weekend,2017,01
11236,5598,Hot chocolate,Afternoon,Weekend,2017,01
11237,5598,Coffee,Afternoon,Weekend,2017,01
11238,5598,Sandwich,Afternoon,Weekend,2017,01
11239,5598,Toast,Afternoon,Weekend,2017,01
11240,5598,Cake,Afternoon,Weekend,2017,01
11241,5599,Bread,Afternoon,Weekend,2017,01
11242,5600,Pastry,Afternoon,Weekend,2017,01
11243,5600,Coffee,Afternoon,Weekend,2017,01
11244,5600,Coffee,Afternoon,Weekend,2017,01
11245,5600,Bread,Afternoon,Weekend,2017,01
11246,5601,Hot chocolate,Afternoon,Weekend,2017,01
11247,5601,Tea,Afternoon,Weekend,2017,01
11248,5601,Alfajores,Afternoon,Weekend,2017,01
11249,5601,Medialuna,Afternoon,Weekend,2017,01
11250,5601,Medialuna,Afternoon,Weekend,2017,01
11251,5603,Tea,Afternoon,Weekend,2017,01
11252,5603,Bread,Afternoon,Weekend,2017,01
11253,5604,Sandwich,Afternoon,Weekend,2017,01
11254,5604,Juice,Afternoon,Weekend,2017,01
11255,5604,Truffles,Afternoon,Weekend,2017,01
11256,5604,Coffee,Afternoon,Weekend,2017,01
11257,5604,Medialuna,Afternoon,Weekend,2017,01
11258,5604,Scone,Afternoon,Weekend,2017,01
11259,5605,Bread,Afternoon,Weekend,2017,01
11260,5605,Coffee,Afternoon,Weekend,2017,01
11261,5605,Sandwich,Afternoon,Weekend,2017,01
11262,5605,Medialuna,Afternoon,Weekend,2017,01
11263,5606,Coffee,Afternoon,Weekend,2017,01
11264,5606,Bread,Afternoon,Weekend,2017,01
11265,5606,Pastry,Afternoon,Weekend,2017,01
11266,5606,Frittata,Afternoon,Weekend,2017,01
11267,5607,Frittata,Afternoon,Weekend,2017,01
11268,5607,Bread,Afternoon,Weekend,2017,01
11269,5608,Coffee,Afternoon,Weekend,2017,01
11270,5608,Soup,Afternoon,Weekend,2017,01
11271,5608,Sandwich,Afternoon,Weekend,2017,01
11272,5609,Coffee,Afternoon,Weekend,2017,01
11273,5609,Sandwich,Afternoon,Weekend,2017,01
11274,5609,Salad,Afternoon,Weekend,2017,01
11275,5610,Salad,Afternoon,Weekend,2017,01
11276,5611,Bread,Afternoon,Weekend,2017,01
11277,5612,Fudge,Afternoon,Weekend,2017,01
11278,5612,Jam,Afternoon,Weekend,2017,01
11279,5613,Tea,Afternoon,Weekend,2017,01
11280,5613,Hot chocolate,Afternoon,Weekend,2017,01
11281,5613,Cake,Afternoon,Weekend,2017,01
11282,5613,Medialuna,Afternoon,Weekend,2017,01
11283,5613,Medialuna,Afternoon,Weekend,2017,01
11284,5614,Bakewell,Afternoon,Weekend,2017,01
11285,5614,Hot chocolate,Afternoon,Weekend,2017,01
11286,5614,Toast,Afternoon,Weekend,2017,01
11287,5614,Chicken Stew,Afternoon,Weekend,2017,01
11288,5615,Coffee,Afternoon,Weekend,2017,01
11289,5615,Tea,Afternoon,Weekend,2017,01
11290,5615,Pastry,Afternoon,Weekend,2017,01
11291,5616,Cookies,Afternoon,Weekend,2017,01
11292,5616,Cookies,Afternoon,Weekend,2017,01
11293,5616,Cake,Afternoon,Weekend,2017,01
11294,5616,Baguette,Afternoon,Weekend,2017,01
11295,5616,Cookies,Afternoon,Weekend,2017,01
11296,5617,Bread,Afternoon,Weekend,2017,01
11297,5617,Tea,Afternoon,Weekend,2017,01
11298,5617,Cake,Afternoon,Weekend,2017,01
11299,5617,Bread,Afternoon,Weekend,2017,01
11300,5617,Chicken Stew,Afternoon,Weekend,2017,01
11301,5618,Spanish Brunch,Afternoon,Weekend,2017,01
11302,5618,Coffee,Afternoon,Weekend,2017,01
11303,5618,Hot chocolate,Afternoon,Weekend,2017,01
11304,5618,Bakewell,Afternoon,Weekend,2017,01
11305,5618,Bread,Afternoon,Weekend,2017,01
11306,5620,Medialuna,Afternoon,Weekend,2017,01
11307,5621,Cake,Afternoon,Weekend,2017,01
11308,5621,Scone,Afternoon,Weekend,2017,01
11309,5621,Medialuna,Afternoon,Weekend,2017,01
11310,5621,Coffee,Afternoon,Weekend,2017,01
11311,5621,Tea,Afternoon,Weekend,2017,01
11312,5622,Coffee,Afternoon,Weekend,2017,01
11313,5622,Medialuna,Afternoon,Weekend,2017,01
11314,5623,Bread,Morning,Weekday,2017,01
11315,5624,Pastry,Morning,Weekday,2017,01
11316,5625,Coffee,Morning,Weekday,2017,01
11317,5625,Coffee,Morning,Weekday,2017,01
11318,5626,Bread,Morning,Weekday,2017,01
11319,5626,Pastry,Morning,Weekday,2017,01
11320,5627,Bread,Morning,Weekday,2017,01
11321,5627,Bread,Morning,Weekday,2017,01
11322,5628,Bread,Morning,Weekday,2017,01
11323,5629,Bread,Morning,Weekday,2017,01
11324,5630,Bread,Morning,Weekday,2017,01
11325,5631,Pastry,Morning,Weekday,2017,01
11326,5632,Pastry,Morning,Weekday,2017,01
11327,5632,Coffee,Morning,Weekday,2017,01
11328,5632,Coffee,Morning,Weekday,2017,01
11329,5633,Bread,Morning,Weekday,2017,01
11330,5634,Farm House,Morning,Weekday,2017,01
11331,5634,Jam,Morning,Weekday,2017,01
11332,5634,Scandinavian,Morning,Weekday,2017,01
11333,5635,Coffee,Morning,Weekday,2017,01
11334,5635,Cookies,Morning,Weekday,2017,01
11335,5636,Pastry,Afternoon,Weekday,2017,01
11336,5636,Coffee,Afternoon,Weekday,2017,01
11337,5636,Coffee,Afternoon,Weekday,2017,01
11338,5637,Sandwich,Afternoon,Weekday,2017,01
11339,5637,Sandwich,Afternoon,Weekday,2017,01
11340,5638,Coffee,Afternoon,Weekday,2017,01
11341,5638,Cookies,Afternoon,Weekday,2017,01
11342,5639,Coffee,Afternoon,Weekday,2017,01
11343,5639,Coffee,Afternoon,Weekday,2017,01
11344,5639,Pastry,Afternoon,Weekday,2017,01
11345,5640,Coffee,Afternoon,Weekday,2017,01
11346,5640,Bread,Afternoon,Weekday,2017,01
11347,5641,Coffee,Afternoon,Weekday,2017,01
11348,5641,Coffee,Afternoon,Weekday,2017,01
11349,5641,Bread,Afternoon,Weekday,2017,01
11350,5641,Soup,Afternoon,Weekday,2017,01
11351,5642,Bread,Afternoon,Weekday,2017,01
11352,5642,Jam,Afternoon,Weekday,2017,01
11353,5642,Fudge,Afternoon,Weekday,2017,01
11354,5642,Juice,Afternoon,Weekday,2017,01
11355,5643,Baguette,Afternoon,Weekday,2017,01
11356,5644,Soup,Afternoon,Weekday,2017,01
11357,5645,Soup,Afternoon,Weekday,2017,01
11358,5646,Chicken Stew,Afternoon,Weekday,2017,01
11359,5647,Coffee,Afternoon,Weekday,2017,01
11360,5647,Tea,Afternoon,Weekday,2017,01
11361,5648,Coke,Afternoon,Weekday,2017,01
11362,5648,Sandwich,Afternoon,Weekday,2017,01
11363,5648,Soup,Afternoon,Weekday,2017,01
11364,5648,Bread,Afternoon,Weekday,2017,01
11365,5649,Soup,Afternoon,Weekday,2017,01
11366,5650,Hot chocolate,Afternoon,Weekday,2017,01
11367,5650,Coffee,Afternoon,Weekday,2017,01
11368,5650,Cake,Afternoon,Weekday,2017,01
11369,5651,Coffee,Afternoon,Weekday,2017,01
11370,5652,Pastry,Afternoon,Weekday,2017,01
11371,5653,Bread,Afternoon,Weekday,2017,01
11372,5653,Bread,Afternoon,Weekday,2017,01
11373,5654,Farm House,Afternoon,Weekday,2017,01
11374,5655,Coffee,Afternoon,Weekday,2017,01
11375,5655,Toast,Afternoon,Weekday,2017,01
11376,5656,Cake,Afternoon,Weekday,2017,01
11377,5656,Coffee,Afternoon,Weekday,2017,01
11378,5657,Coffee,Afternoon,Weekday,2017,01
11379,5657,Bread,Afternoon,Weekday,2017,01
11380,5658,Cake,Afternoon,Weekday,2017,01
11381,5658,Hot chocolate,Afternoon,Weekday,2017,01
11382,5659,Coffee,Afternoon,Weekday,2017,01
11383,5660,Tea,Afternoon,Weekday,2017,01
11384,5660,Hot chocolate,Afternoon,Weekday,2017,01
11385,5660,Cookies,Afternoon,Weekday,2017,01
11386,5661,Hot chocolate,Afternoon,Weekday,2017,01
11387,5662,Coffee,Morning,Weekday,2017,01
11388,5663,Scandinavian,Morning,Weekday,2017,01
11389,5664,Bread,Morning,Weekday,2017,01
11390,5664,Bread,Morning,Weekday,2017,01
11391,5665,Bread,Morning,Weekday,2017,01
11392,5666,Bread,Morning,Weekday,2017,01
11393,5666,Toast,Morning,Weekday,2017,01
11394,5667,Bread,Morning,Weekday,2017,01
11395,5667,Brownie,Morning,Weekday,2017,01
11396,5668,Pastry,Morning,Weekday,2017,01
11397,5668,Bread,Morning,Weekday,2017,01
11398,5669,Tea,Morning,Weekday,2017,01
11399,5669,Sandwich,Morning,Weekday,2017,01
11400,5670,Coffee,Morning,Weekday,2017,01
11401,5671,Coffee,Morning,Weekday,2017,01
11402,5671,Bread,Morning,Weekday,2017,01
11403,5672,Coffee,Morning,Weekday,2017,01
11404,5672,Juice,Morning,Weekday,2017,01
11405,5673,Cake,Morning,Weekday,2017,01
11406,5673,Coffee,Morning,Weekday,2017,01
11407,5673,Spanish Brunch,Morning,Weekday,2017,01
11408,5674,Coffee,Morning,Weekday,2017,01
11409,5675,Coffee,Morning,Weekday,2017,01
11410,5675,Brownie,Morning,Weekday,2017,01
11411,5675,Baguette,Morning,Weekday,2017,01
11412,5676,Pastry,Morning,Weekday,2017,01
11413,5676,Cake,Morning,Weekday,2017,01
11414,5676,Coffee,Morning,Weekday,2017,01
11415,5676,Coffee,Morning,Weekday,2017,01
11416,5677,Hot chocolate,Morning,Weekday,2017,01
11417,5677,Coffee,Morning,Weekday,2017,01
11418,5678,Farm House,Morning,Weekday,2017,01
11419,5679,Tea,Morning,Weekday,2017,01
11420,5679,Toast,Morning,Weekday,2017,01
11421,5680,Tea,Morning,Weekday,2017,01
11422,5680,Coffee,Morning,Weekday,2017,01
11423,5680,Pastry,Morning,Weekday,2017,01
11424,5681,Bread,Morning,Weekday,2017,01
11425,5681,Pastry,Morning,Weekday,2017,01
11426,5682,Coffee,Morning,Weekday,2017,01
11427,5683,Tea,Morning,Weekday,2017,01
11428,5683,Sandwich,Morning,Weekday,2017,01
11429,5683,Bread,Morning,Weekday,2017,01
11430,5684,Farm House,Morning,Weekday,2017,01
11431,5684,Cookies,Morning,Weekday,2017,01
11432,5685,Tea,Morning,Weekday,2017,01
11433,5685,Cake,Morning,Weekday,2017,01
11434,5685,Bakewell,Morning,Weekday,2017,01
11435,5686,Coffee,Morning,Weekday,2017,01
11436,5687,Bread,Morning,Weekday,2017,01
11437,5688,Coffee,Morning,Weekday,2017,01
11438,5689,Bread,Morning,Weekday,2017,01
11439,5690,Coffee,Afternoon,Weekday,2017,01
11440,5691,Coffee,Afternoon,Weekday,2017,01
11441,5692,Cookies,Afternoon,Weekday,2017,01
11442,5692,Baguette,Afternoon,Weekday,2017,01
11443,5693,Coffee,Afternoon,Weekday,2017,01
11444,5693,Cookies,Afternoon,Weekday,2017,01
11445,5693,Cake,Afternoon,Weekday,2017,01
11446,5693,Spanish Brunch,Afternoon,Weekday,2017,01
11447,5694,Tea,Afternoon,Weekday,2017,01
11448,5694,Coffee,Afternoon,Weekday,2017,01
11449,5694,Sandwich,Afternoon,Weekday,2017,01
11450,5694,Cake,Afternoon,Weekday,2017,01
11451,5695,Coffee,Afternoon,Weekday,2017,01
11452,5695,Coffee,Afternoon,Weekday,2017,01
11453,5695,Cake,Afternoon,Weekday,2017,01
11454,5696,Bread,Afternoon,Weekday,2017,01
11455,5697,Baguette,Afternoon,Weekday,2017,01
11456,5698,Bread,Afternoon,Weekday,2017,01
11457,5699,Coke,Afternoon,Weekday,2017,01
11458,5699,Salad,Afternoon,Weekday,2017,01
11459,5700,Bread,Afternoon,Weekday,2017,01
11460,5701,Soup,Afternoon,Weekday,2017,01
11461,5702,Coffee,Afternoon,Weekday,2017,01
11462,5702,Sandwich,Afternoon,Weekday,2017,01
11463,5703,Brownie,Afternoon,Weekday,2017,01
11464,5704,Bread,Afternoon,Weekday,2017,01
11465,5705,Chicken Stew,Afternoon,Weekday,2017,01
11466,5705,Juice,Afternoon,Weekday,2017,01
11467,5705,Coke,Afternoon,Weekday,2017,01
11468,5706,Baguette,Afternoon,Weekday,2017,01
11469,5707,Soup,Afternoon,Weekday,2017,01
11470,5707,Tea,Afternoon,Weekday,2017,01
11471,5707,Coffee,Afternoon,Weekday,2017,01
11472,5707,Coffee,Afternoon,Weekday,2017,01
11473,5708,Sandwich,Afternoon,Weekday,2017,01
11474,5708,Cookies,Afternoon,Weekday,2017,01
11475,5708,Coffee,Afternoon,Weekday,2017,01
11476,5708,Tea,Afternoon,Weekday,2017,01
11477,5709,Coke,Afternoon,Weekday,2017,01
11478,5710,Toast,Afternoon,Weekday,2017,01
11479,5710,Cake,Afternoon,Weekday,2017,01
11480,5710,Coffee,Afternoon,Weekday,2017,01
11481,5711,Cake,Afternoon,Weekday,2017,01
11482,5711,The Nomad,Afternoon,Weekday,2017,01
11483,5712,Coffee,Afternoon,Weekday,2017,01
11484,5712,Coffee,Afternoon,Weekday,2017,01
11485,5712,Bread,Afternoon,Weekday,2017,01
11486,5713,Cookies,Afternoon,Weekday,2017,01
11487,5713,Hot chocolate,Afternoon,Weekday,2017,01
11488,5713,Tea,Afternoon,Weekday,2017,01
11489,5713,Cake,Afternoon,Weekday,2017,01
11490,5713,Pastry,Afternoon,Weekday,2017,01
11491,5714,Tea,Afternoon,Weekday,2017,01
11492,5714,Coffee,Afternoon,Weekday,2017,01
11493,5714,Cake,Afternoon,Weekday,2017,01
11494,5715,Tea,Evening,Weekday,2017,01
11495,5715,Bread,Evening,Weekday,2017,01
11496,5716,Brownie,Evening,Weekday,2017,01
11497,5717,Coffee,Evening,Weekday,2017,01
11498,5717,Cake,Evening,Weekday,2017,01
11499,5717,Cookies,Evening,Weekday,2017,01
11500,5718,Bread,Morning,Weekday,2017,01
11501,5718,Bread,Morning,Weekday,2017,01
11502,5718,Bread,Morning,Weekday,2017,01
11503,5719,Bread,Morning,Weekday,2017,01
11504,5720,Coffee,Morning,Weekday,2017,01
11505,5720,Bread,Morning,Weekday,2017,01
11506,5721,Bread,Morning,Weekday,2017,01
11507,5721,Pastry,Morning,Weekday,2017,01
11508,5722,Bread,Morning,Weekday,2017,01
11509,5723,Bread,Morning,Weekday,2017,01
11510,5723,Coffee,Morning,Weekday,2017,01
11511,5723,Toast,Morning,Weekday,2017,01
11512,5725,Farm House,Morning,Weekday,2017,01
11513,5726,Cake,Morning,Weekday,2017,01
11514,5726,Coffee,Morning,Weekday,2017,01
11515,5726,Bread,Morning,Weekday,2017,01
11516,5727,Bread,Morning,Weekday,2017,01
11517,5727,Hot chocolate,Morning,Weekday,2017,01
11518,5728,Coffee,Morning,Weekday,2017,01
11519,5728,Coffee,Morning,Weekday,2017,01
11520,5729,Coffee,Morning,Weekday,2017,01
11521,5729,Bread,Morning,Weekday,2017,01
11522,5730,Coffee,Morning,Weekday,2017,01
11523,5730,Cake,Morning,Weekday,2017,01
11524,5731,Cake,Morning,Weekday,2017,01
11525,5731,Coffee,Morning,Weekday,2017,01
11526,5732,Bread,Morning,Weekday,2017,01
11527,5732,Sandwich,Morning,Weekday,2017,01
11528,5732,Toast,Morning,Weekday,2017,01
11529,5733,Coffee,Morning,Weekday,2017,01
11530,5733,Coffee,Morning,Weekday,2017,01
11531,5733,Medialuna,Morning,Weekday,2017,01
11532,5734,Coffee,Morning,Weekday,2017,01
11533,5734,Bread,Morning,Weekday,2017,01
11534,5734,Alfajores,Morning,Weekday,2017,01
11535,5734,Bakewell,Morning,Weekday,2017,01
11536,5734,Tea,Morning,Weekday,2017,01
11537,5735,Coffee,Morning,Weekday,2017,01
11538,5735,Bread,Morning,Weekday,2017,01
11539,5736,Bread,Morning,Weekday,2017,01
11540,5737,Coffee,Morning,Weekday,2017,01
11541,5737,Bread,Morning,Weekday,2017,01
11542,5738,Bread,Morning,Weekday,2017,01
11543,5738,Coffee,Morning,Weekday,2017,01
11544,5738,Bread,Morning,Weekday,2017,01
11545,5739,Bread,Morning,Weekday,2017,01
11546,5740,Baguette,Morning,Weekday,2017,01
11547,5741,Pastry,Afternoon,Weekday,2017,01
11548,5742,Bread,Afternoon,Weekday,2017,01
11549,5742,Pastry,Afternoon,Weekday,2017,01
